Scraped by,Name,URL,user_id,Bio(text),星座,Sex,following count,fans count,liked n collected,ip_location,tags(text),图文报价(RMB),图文报价有对号,红人健康等级,平台等级,活跃粉丝占比(仅>1K),粉丝女性比例,粉丝年龄<18,粉丝年龄18-24,粉丝年龄25-34,粉丝年龄35-44,粉丝年龄>44,兴趣标签,地域分布,
Ning,达拉斯小鸡腿,https://www.xiaohongshu.com/user/profile/576d3bde82ec3952ff40c5e1?xsec_token=ABoIYWVOdE0WPH4xdZZ8PlPI6Nroz4DEqZXkCFi2OW9ow=&xsec_source=pc_search,576d3bde82ec3952ff40c5e1,"慢慢了解世界，慢慢更新自己
吃喝玩乐+宝宝们，随心分享
佛系更新中～比心🫰",,F,837,1651,12000,,美国,60,0,,,50.37,88.6,10.15,32.83,39.8,13.81,3.38,"1        美食        5.19%
2        时尚        4.41%
3        美妆        3.90%
4        出行        3.76%
5        素材        3.35%","1        广东        8.56%
2        江苏        6.31%
3        浙江        5.38%
4        山东        4.93%
5        上海        4.05%",
Ning,J Aoshima Beauty,https://www.xiaohongshu.com/user/profile/570b4b5a1c07df4cfd6ccbf0?xsec_token=ABfFffhEiMsuQiS2JOP_eWD_q5LCB4whqC7WDlFQm1gHk=&xsec_source=pc_search,570b4b5a1c07df4cfd6ccbf0,"🤷🏼‍♀️美甲美睫｜皮肤管理｜培训学徒
💅🏿 8765 stockard dr.frisco Tx 75034
私信不回",,F,2815,1105,7331,,,30,0,,泡泡薯,50.42,96.59,10.75,36.66,38.58,11.14,2.85,"1        美妆        7.08%
2        美食        6.15%
3        时尚        5.96%
4        素材        4.94%
5        家居家装        4.43%","1        广东        11.59%
2        江苏        7.68%
3        浙江        6.60%
4        山东        6.52%
5        河南        5.72%",
Ning,達拉斯里長,https://www.xiaohongshu.com/user/profile/5d6a927e00000000010068b9?xsec_token=ABDcU83DOFK8OtEEH9vc6KuBbtD66dbuNl6NwKWCqRx_Q=&xsec_source=pc_search,5d6a927e00000000010068b9,"達拉斯，請多指教👋
在朝九晚五平淡生活中，
熱烈又燦爛的挖掘美好✨",,F,353,794,8149,,,20,0,,,,85.57,18.97,21.16,32.08,18.21,9.56,"1        美食        7.72%
2        影视        4.94%
3        时尚        4.83%
4        家居家装        4.46%
5        素材        4.43%","1        广东        11.09%
2        江苏        7.41%
3        山东        7.09%
4        浙江        6.39%
5        河南        5.79%",
Ning,喷嚏大魔怪,https://www.xiaohongshu.com/user/profile/60c7988c0000000001005e11?xsec_token=ABo4csva_swZOcpy5yKNq52J1nKiqMtp-AFiFjcnXUvXM=&xsec_source=pc_search,60c7988c0000000001005e11,一个人吃饭旅行到处走走停停（抱歉兄弟们，我只是喜欢分享适合单独出游的地点，有疑问我都会尽力回复，愿意跟我分享你们的兴趣爱好的话我也非常乐意了解。但是我原则上不交友，尤不喜闲聊。另，我自己开心极了）,,F,12,710,6159,,,20,0,,,,81.4,17.14,29.39,30.31,15.14,8,"1        美食        7.09%
2        时尚        5.60%
3        影视        5.38%
4        娱乐        4.77%
5        家居家装        4.00%","1        广东        10.37%
2        江苏        7.11%
3        山东        6.97%
4        浙江        6.02%
5        河南        5.26%",
Ning,兔老板,https://www.xiaohongshu.com/user/profile/56ada7e482ec39541becb6ff?xsec_token=ABG1SEu6ubOH3YwwNxcXi0TybxxyvYqSTeW57u9SyxtBA=&xsec_source=pc_search,56ada7e482ec39541becb6ff,"我的爱消耗在许多美好的事物上
我不断为之燃烧
那些事物才光彩夺目",,F,928,543,4777,,,20,0,,,,88.7,28.93,31.23,25.02,10.58,4.22,"1        美食        6.87%
2        影视        5.98%
3        时尚        5.38%
4        素材        4.90%
5        娱乐        4.68%","1        广东        10.78%
2        山东        7.75%
3        江苏        6.97%
4        河南        6.33%
5        浙江        5.51%",
Ning,利娃呱不呱,https://www.xiaohongshu.com/user/profile/5c4e1c6b00000000110216f7?xsec_token=ABxWdTJ49TIgmstkTq0qKFGoJw4PgWjgklIGkWMjubL3A=&xsec_source=pc_search,5c4e1c6b00000000110216f7,"❻花里胡哨 利大无穷❻
🇨🇳成都 ➩ 重庆 ➩ 北京 ➩ 🇺🇸Dallas | 🌍旅行40+国家
🔢 数字游民 | 🧘身心灵修炼
706Dallas主理人 | 🤍 欢迎来一起玩",,F,403,428,6380,,美国,10,0,,"文化薯
",,87.59,11.97,34.32,37.81,12,3.88,"1        美食        7.63%
2        时尚        5.58%
3        美妆        4.83%
4        出行        4.67%
5        素材        4.61%","1        广东        11.55%
2        江苏        7.47%
3        山东        7.01%
4        浙江        6.30%
5        河南        5.82%",
Ning,年轻就要吃吃吃,https://www.xiaohongshu.com/user/profile/5d34030d0000000011005892?xsec_token=ABryrmGucljSioAuGXn7YBBSHa6b08gaWXGDE38aP1Lrs=&xsec_source=pc_search,5d34030d0000000011005892,随便记录😇,,F,105,387,8231,,美国,10,0,,困困薯,,87.59,11.97,34.32,37.81,12,3.88,"1        美食        7.63%
2        时尚        5.58%
3        美妆        4.83%
4        出行        4.67%
5        素材        4.61%","1        广东        11.55%
2        江苏        7.47%
3        山东        7.01%
4        浙江        6.30%
5        河南        5.82%",
Ning,是阿点啊,https://www.xiaohongshu.com/user/profile/5fa04c2c0000000001007566?xsec_token=ABBAVnG2XOCCJ92Jtfc-CA2Oprvud5yzbCrmP6E0oWR00=&xsec_source=pc_search,5fa04c2c0000000001007566,还没有简介,,F,131,335,3089,,,10,0,,困困薯,,80.23,36.57,19.71,17.13,15.79,10.78,"1        影视        5.84%
2        美食        5.30%
3        素材        4.61%
4        娱乐        4.55%
5        生活记录        4.39%","1        广东        9.30%
2        山东        6.50%
3        江苏        6.17%
4        河南        5.40%
5        浙江        4.50%",
Ning,长腿汉堡包🍔,https://www.xiaohongshu.com/user/profile/5ab249e04eacab0790fb78b3?xsec_token=AB_aBJVWtaE3ZaxT55hwLChVCS2JqQtAofmA7cDRsnixQ=&xsec_source=pc_search,5ab249e04eacab0790fb78b3,长腿汉堡包正在达拉斯狂奔,,F,1097,308,5259,,,10,0,,"困困薯
",,53.18,7.26,22.88,32.39,23.62,13.82,"1        美食        7.30%
2        时尚        6.12%
3        生活记录        5.93%
4        影视        4.50%
5        家居家装        4.40%

","1        广东        12.10%
2        江苏        6.74%
3        山东        6.62%
4        浙江        6.05%
5        北京        5.30%",
Ning,达拉斯藤井树,https://www.xiaohongshu.com/user/profile/5801c70f6a6a697bad62b653?xsec_token=ABANjQ9EOPPPWq4br6tKBzkPCFXYWf3zNJ_m9b4IALm7A=&xsec_source=pc_search,5801c70f6a6a697bad62b653,"达拉斯小吃货一枚
分享美好的生活~~~",,F,265,306,3058,,,10,0,,"泡泡薯
",,91.88,64.38,25.8,4.43,3.38,1.99,"1        素材        9.40%
2        影视        7.18%
3        娱乐        5.90%
4        人文        5.30%
5        兴趣爱好        4.85%","1        山东        8.40%
2        河南        8.38%
3        广东        8.36%
4        江苏        7.18%
5        河北        5.45%",
Ning,小温柔Sylvia,https://www.xiaohongshu.com/user/profile/58b325ce50c4b442ae017a30?xsec_token=ABM8yc5zw6PA1yR5WN9e1PbYejD4g6T8KZXOj6_95NfEs=&xsec_source=pc_search,58b325ce50c4b442ae017a30,"北京🇨🇳→ 达拉斯🇺🇸
163cm ♋巨蟹座 乐观开朗
IG: sylviviishere
探店 | 美食 | 旅游 | 爱用好物
热爱旅游、生活、小动物，喜欢尝试新鲜事物",,F,961,304,10699,,US,10,0,,困困薯,,Null,Null,Null,Null,Null,Null,Null,Null,
Ning,留大聪明,https://www.xiaohongshu.com/user/profile/5a737fe211be1032dfeccbdf?xsec_token=ABxeQ3XxIo8bVeTEyQ3jzWEEyoVsarCDjG0StpWbdrerM=&xsec_source=pc_search,5a737fe211be1032dfeccbdf,德州达拉斯 · 女博士 · 美国信用局高级数据科学家,,F,334,287,2962,,,10,0,,困困薯,,91.88,64.38,25.8,4.43,3.38,1.99,"1        素材        9.40%
2        影视        7.18%
3        娱乐        5.90%
4        人文        5.30%
5        兴趣爱好        4.85%","1        山东        8.40%
2        河南        8.38%
3        广东        8.36%
4        江苏        7.18%
5        河北        5.45%",
Ning,🐈小乔吃喝玩乐,https://www.xiaohongshu.com/user/profile/592463636a6a696f6fa9c1c1?xsec_token=ABDiMgOTscxN8NnAt04jqWOERxSPxJlkHCLqvd9uXpNAQ=&xsec_source=pc_search,592463636a6a696f6fa9c1c1,小乔皮娃一枚｜坐标达拉斯｜分享各种带娃吃喝玩乐｜家中无猫却是猫奴,,F,330,283,5031,,,10,0,,困困薯,,88.04,21.45,37.12,29.1,9.13,3.18,"1        美食        5.73%
2        时尚        4.91%
3        素材        4.64%
4        影视        4.10%
5        娱乐        3.99%","1        广东        10.29%
2        江苏        6.25%
3        山东        6.22%
4        浙江        5.35%
5        河南        5.23%",
Ning,茄茄公主,https://www.xiaohongshu.com/user/profile/5c0c067c0000000005022f0a?xsec_token=ABgwqZM-6jwfcEk6IVSTDAZsLeNpEDrGE2QgDQDKU9PLo=&xsec_source=pc_search,5c0c067c0000000005022f0a,坐标 达拉斯 美国🇺🇸 来美14 年 家庭成员： 三只毛小孩🐶 喜欢旅游 和探索各地美食🥰,,F,251,258,3607,,,10,0,,"泡泡薯
",,89.28,20.36,27.35,31.23,14.19,6.84,"1        美食        6.92%
2        影视        5.08%
3        时尚        5.06%
4        素材        4.44%
5        兴趣爱好        4.29%","1        广东        10.60%
2        江苏        7.26%
3        山东        6.97%
4        浙江        5.90%
5        河南        5.77%",
Ning,诶哟 Z,https://www.xiaohongshu.com/user/profile/54d82c482e1d9366ebfc8ce5?xsec_token=ABE21ZO1kkLSJjXVijLysa1IPGmh7ixoOMa3uCXnIUAaI=&xsec_source=pc_search,66fed8fd000000002a036bfa,深爱旅游打卡探店的药剂师一枚,,F,456,1355,43000,,美国,,,,,,,,,,,,,,
Ning,养龙猫的馋嘴月兔,https://www.xiaohongshu.com/user/profile/623d476a000000001000b343?xsec_token=ABLM5x2MxajXTsf9MA0rxJHBb0reK6u_26JuJbk4O08Ew=&xsec_source=pc_search,623d476a000000001000b343,"期待认识可以一起疯，一起变胖的新朋友❤
日常+美食+旅游+萌宠
美食| 新店?我已经在了 减肥?美食当前明天吧
旅游| 我在机场等你
宠物| 我的心都化了 你要什么都给你",,F,532,189,2356,,,10,0,,困困薯,,89.03,22.43,32.3,31.52,10.35,3.37,"1        美食        6.74%
2        时尚        5.44%
3        影视        5.23%
4        素材        5.08%
5        娱乐        4.33%","1        广东        10.93%
2        山东        7.45%
3        江苏        7.38%
4        河南        6.05%
5        浙江        5.92%",
Ning,KikiBitesandVibes,https://www.xiaohongshu.com/user/profile/606c83060000000001002c85?xsec_token=ABjpOWH3ZWEAO0928bq-z7vTHBsKXp_uDu2EW6G5TFnos=&xsec_source=pc_search,606c83060000000001002c85,"📍德州长大的吃货🇨🇳🇺🇸
分享好吃跟好玩的😝
业余的美食家 🫶",,F,119,69,2336,,,10,0,,Null,,Null,Null,Null,Null,Null,Null,Null,Null,
Ning,且徐行,https://www.xiaohongshu.com/user/profile/626ec8020000000021021067?xsec_token=ABoU1RxhVAuszwSM7_JUw7u3HVs8-aFBGNLWGQDAbHNkE=&xsec_source=pc_search,626ec8020000000021021067,浪漫就是浪费时间慢慢走,,F ,135,102,1372,,,10,0,,Null,,Null,Null,Null,Null,Null,Null,Null,Null,
Ning,朱迪日常,https://www.xiaohongshu.com/user/profile/663ab3fc0000000007005c31?xsec_token=ABAICIYo6NZAI5aRHjCcFqwEXC6QcWrKszIVGCdEIkFAs=&xsec_source=pc_search,663ab3fc0000000007005c31,"探店测评|好物分享
常驻Dalls TX ～",,F,21,189,2478,,,10,0,,,,88.08,8.63,28.07,41.62,16.59,5.06,"1        美食        8.13%
2        时尚        5.50%
3        出行        5.00%
4        美妆        4.79%
5        家居家装        4.45%","1        广东        10.61%
2        上海        8.32%
3        江苏        8.30%
4        浙江        7.09%
5        山东        6.49%",
Ning,安妮Annie,https://www.xiaohongshu.com/user/profile/564d4a9167bc65539cd768d4?xsec_token=ABpNjtXdGtAf0M77UIU96JFwbN2dDRBEDW3Omwga0KDEQ=&xsec_source=pc_search,564d4a9167bc65539cd768d4,,,F,,,,,,40,0,,"困困薯
",36.19,99.02,5.78,36.24,41.75,13.73,2.47,"1        时尚        7.35%
2        美食        6.60%
3        美妆        5.72%
4        素材        4.70%
5        家居家装        4.52%","1        广东        11.15%
2        山东        7.05%
3        江苏        6.97%
4        河南        6.82%
5        浙江        6.32%",
